nr	Author	IMR-Sage	REMP-Staatsdrukkerij	IM-Wiley	Dutch_Government	ICEM	REMP	Overlap_IMR_IM
1168	Khoo, L	0.00	0.00	1.00	0.00	0.00	0.00	0
1169	Khoo, S	3.00	0.00	0.00	0.00	0.00	0.00	0
1170	Killias, M	1.00	0.00	0.00	0.00	0.00	0.00	0
1171	Kim, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1172	Kim, H	1.00	0.00	0.00	0.00	0.00	0.00	0
1173	Kim, I	2.00	0.00	0.00	0.00	0.00	0.00	0
1174	Kim, K	5.00	0.00	0.00	0.00	0.00	0.00	0
1175	Kim, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1176	Kim, U	1.00	0.00	0.00	0.00	0.00	0.00	0
1177	King, H	3.00	0.00	0.00	0.00	0.00	0.00	0
1178	King, K	0.00	0.00	1.00	0.00	0.00	0.00	0
1179	King, R	2.00	0.00	1.00	0.00	0.00	0.00	1
1180	Kiong, T	1.00	0.00	0.00	0.00	0.00	0.00	0
1181	Kiosseoglou, G	0.00	0.00	2.00	0.00	0.00	0.00	0
1182	Kirby, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1183	Kirisci, K	0.00	0.00	2.00	0.00	0.00	0.00	0
1184	Kirkland, J	0.00	0.00	2.00	0.00	0.00	0.00	0
1185	Kirsch, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1186	Kirwan, F	1.00	0.00	0.00	0.00	0.00	0.00	0
1187	Kirwin, F	1.00	0.00	0.00	0.00	0.00	0.00	0
1188	Kiser, G	2.00	0.00	0.00	0.00	0.00	0.00	0
1189	Kitching, R	0.00	0.00	1.00	0.00	0.00	0.00	0
1190	Kivisto, P	14.00	0.00	0.00	0.00	0.00	0.00	0
1191	Klaff, V	1.00	0.00	0.00	0.00	0.00	0.00	0
1192	Kleban, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1193	Kleiner, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1194	Kleinmann, H	1.00	0.00	0.00	0.00	0.00	0.00	0
1195	Kliewer, E	0.00	0.00	2.00	0.00	0.00	0.00	0
1196	Klinar, P	1.00	0.00	0.00	0.00	0.00	0.00	0
1197	Klineberg, S	1.00	0.00	0.00	0.00	0.00	0.00	0
1198	Kloos, H	1.00	0.00	0.00	0.00	0.00	0.00	0
1199	Kloss, H	1.00	0.00	0.00	0.00	0.00	0.00	0
1200	Knight, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1201	Knobel, D	2.00	0.00	0.00	0.00	0.00	0.00	0
1202	Knodel, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1203	Knowlton, C	1.00	0.00	0.00	0.00	0.00	0.00	0
1204	Kobrin, F	1.00	0.00	0.00	0.00	0.00	0.00	0
1205	Koch, L	0.00	0.00	1.00	0.00	0.00	0.00	0
1206	Kofman, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1207	Koivukangas, O	2.00	0.00	0.00	0.00	0.00	0.00	0
1208	Kojanec, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1209	Kolaja, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1210	Koloaja, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1211	Kolody, B	1.00	0.00	0.00	0.00	0.00	0.00	0
1212	Koo, H	1.00	0.00	0.00	0.00	0.00	0.00	0
1213	Koot, W	0.00	0.00	1.00	0.00	0.00	0.00	0
1214	Kopinak, K	1.00	0.00	0.00	0.00	0.00	0.00	0
1215	Koppel, B	1.00	0.00	0.00	0.00	0.00	0.00	0
1216	Koprolin, E	2.00	0.00	0.00	0.00	0.00	0.00	0
1217	Korbonski, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1218	Korcelli, P	1.00	0.00	0.00	0.00	0.00	0.00	0
1219	Korman, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1220	Korner, H	2.00	0.00	1.00	0.00	0.00	0.00	1
1221	Koroma, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1222	Koser, K	1.00	0.00	1.00	0.00	0.00	0.00	1
1223	Kosinski, L	2.00	0.00	2.00	0.00	0.00	0.00	1
1224	Kossoudji, S	2.00	0.00	0.00	0.00	0.00	0.00	0
1225	Kostiainen, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1226	Kotze, H	0.00	0.00	1.00	0.00	0.00	0.00	0
1227	Kourvetaris, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1228	Kousis, M	1.00	0.00	0.00	0.00	0.00	0.00	0
1229	Kraak, J	0.00	1.00	0.00	0.00	0.00	0.00	0
1230	Kraljic, F	1.00	0.00	0.00	0.00	0.00	0.00	0
1231	Kraly, E	3.00	0.00	0.00	0.00	0.00	0.00	0
1232	Kramer, D	2.00	0.00	0.00	0.00	0.00	0.00	0
1233	Kramer, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1234	Kramer, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1235	Krane, R	4.00	0.00	1.00	0.00	0.00	0.00	1
1236	Krase, J	3.00	0.00	0.00	0.00	0.00	0.00	0
1237	Krasic, L	2.00	0.00	0.00	0.00	0.00	0.00	0
1238	Kraus, R	0.00	0.00	2.00	0.00	0.00	0.00	0
1239	Krausse, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1240	Krishnan, P	1.00	0.00	2.00	0.00	0.00	0.00	1
1241	Kritz, M	6.00	0.00	0.00	0.00	0.00	0.00	0
1242	Kroll, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1243	Kromkowski, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1244	Krotki, K	1.00	0.00	0.00	0.00	0.00	0.00	0
1245	Krutz, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1246	Kubat, D	17.00	0.00	0.00	0.00	0.00	0.00	0
1247	Kudat, A	2.00	0.00	0.00	0.00	0.00	0.00	0
1248	Kuhn, G	0.00	0.00	1.00	0.00	0.00	0.00	0
1249	Kuhn, W	2.00	0.00	0.00	0.00	0.00	0.00	0
1250	Kulczycki, J	4.00	0.00	0.00	0.00	0.00	0.00	0
1251	Kulu, H	0.00	0.00	1.00	0.00	0.00	0.00	0
1252	Kuntz, D	0.00	0.00	1.00	0.00	0.00	0.00	0
1253	Kunz, E	4.00	0.00	3.00	0.00	0.00	0.00	1
1254	Kuo, W	2.00	0.00	0.00	0.00	0.00	0.00	0
1255	Kupiszewski, M	1.00	0.00	0.00	0.00	0.00	0.00	0
1256	Kurian, G	0.00	0.00	1.00	0.00	0.00	0.00	0
1257	Kurthen, H	1.00	0.00	0.00	0.00	0.00	0.00	0
1258	Kushner, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1259	Kuthiala, S	0.00	0.00	1.00	0.00	0.00	0.00	0
1260	Kutluer-Yalim, M	0.00	0.00	1.00	0.00	0.00	0.00	0
1261	Kuypers, A	0.00	0.00	1.00	0.00	0.00	0.00	0
1262	La Gory, M	2.00	0.00	0.00	0.00	0.00	0.00	0
1263	Labadie, G	0.00	0.00	1.00	0.00	0.00	0.00	0
1264	Labov, T	1.00	0.00	0.00	0.00	0.00	0.00	0
1265	Lacey, L	1.00	0.00	0.00	0.00	0.00	0.00	0
1266	Ladame, P	0.00	0.00	1.00	0.00	0.00	0.00	0
1267	Lagory, M	1.00	0.00	0.00	0.00	0.00	0.00	0
1268	Laguerre, M	3.00	0.00	0.00	0.00	0.00	0.00	0
1269	Lagumina, S	9.00	0.00	0.00	0.00	0.00	0.00	0
1270	Laitin, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1271	Lamare, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1272	Lambert, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1273	Lampkin, L	2.00	0.00	0.00	0.00	0.00	0.00	0
1274	Land, K	1.00	0.00	0.00	0.00	0.00	0.00	0
1275	Landale, N	1.00	0.00	0.00	0.00	0.00	0.00	0
1276	Lane, W	1.00	0.00	0.00	0.00	0.00	0.00	0
1277	Langfield, M	0.00	0.00	1.00	0.00	0.00	0.00	0
1278	Langham, T	2.00	0.00	0.00	0.00	0.00	0.00	0
1279	Langlois, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1280	Lannes, X	0.00	1.00	0.00	0.00	0.00	0.00	0
1281	Lanphier, C	5.00	0.00	0.00	0.00	0.00	0.00	0
1282	Laroque, P	1.00	0.00	0.00	0.00	0.00	0.00	0
1283	Larrison, C	1.00	0.00	0.00	0.00	0.00	0.00	0
1284	Larson, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1285	Laslett, J	3.00	0.00	0.00	0.00	0.00	0.00	0
1286	Lattimore Jr, B	0.00	1.00	0.00	0.00	0.00	0.00	0
1287	Laughlin, J	0.00	0.00	1.00	0.00	0.00	0.00	0
1288	Lauro, D	0.00	0.00	1.00	0.00	0.00	0.00	0
1289	Lavrin, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1290	Lawless, D	0.00	0.00	1.00	0.00	0.00	0.00	0
1291	Lawless, R	2.00	0.00	1.00	0.00	0.00	0.00	1
1292	Layton-Henry, Z	1.00	0.00	0.00	0.00	0.00	0.00	0
1293	Lazaridis, G	0.00	0.00	1.00	0.00	0.00	0.00	0
1294	Lazerwitz, B	1.00	0.00	0.00	0.00	0.00	0.00	0
1295	Leab, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1296	Lean, L	0.00	0.00	1.00	0.00	0.00	0.00	0
1297	Lebok, U	0.00	0.00	1.00	0.00	0.00	0.00	0
1298	Lebon, A	1.00	0.00	1.00	0.00	0.00	0.00	1
1299	Lederer, N	1.00	0.00	0.00	0.00	0.00	0.00	0
1300	Leduc, F	0.00	0.00	1.00	0.00	0.00	0.00	0
1301	Lee Sung, B	1.00	0.00	0.00	0.00	0.00	0.00	0
1302	Lee, A	1.00	0.00	1.00	0.00	0.00	0.00	1
1303	Lee, B	1.00	0.00	0.00	0.00	0.00	0.00	0
1304	Lee, E	3.00	0.00	0.00	0.00	0.00	0.00	0
1305	Lee, S	2.00	0.00	0.00	0.00	0.00	0.00	0
1306	Lee, T	0.00	0.00	1.00	0.00	0.00	0.00	0
1307	Lee, W	0.00	0.00	1.00	0.00	0.00	0.00	0
1308	Leeds, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1309	Leeseberg, N	4.00	0.00	0.00	0.00	0.00	0.00	0
1310	Leggett, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1311	Lehmkuhler, M	0.00	2.00	0.00	0.00	0.00	0.00	0
1312	Leibowitz, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1313	Lemay, M	3.00	0.00	0.00	0.00	0.00	0.00	0
1314	Lemoine, M	0.00	0.00	1.00	0.00	0.00	0.00	0
1315	Lennon, J	3.00	0.00	0.00	0.00	0.00	0.00	0
1316	Leonard, K	2.00	0.00	0.00	0.00	0.00	0.00	0
1317	Lepore, S	0.00	0.00	1.00	0.00	0.00	0.00	0
1318	Lerner, N	1.00	0.00	0.00	0.00	0.00	0.00	0
1319	Lesser, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1320	Letcher, R	2.00	0.00	0.00	0.00	0.00	0.00	0
1321	Leung, S	1.00	0.00	0.00	0.00	0.00	0.00	0
1322	Levenstein, H	1.00	0.00	0.00	0.00	0.00	0.00	0
1323	Leventman, S	1.00	0.00	0.00	0.00	0.00	0.00	0
1324	Levitt, P	1.00	0.00	0.00	0.00	0.00	0.00	0
1325	Lewins, F	1.00	0.00	0.00	0.00	0.00	0.00	0
1326	Lewinter, M	0.00	0.00	1.00	0.00	0.00	0.00	0
1327	Lewis, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1328	Lewis, J	0.00	1.00	0.00	0.00	0.00	0.00	0
1329	Lewis, R	2.00	0.00	0.00	0.00	0.00	0.00	0
1330	Ley, K	0.00	0.00	1.00	0.00	0.00	0.00	0
1331	Li, F	1.00	0.00	1.00	0.00	0.00	0.00	1
1332	Li, Q	1.00	0.00	0.00	0.00	0.00	0.00	0
1333	Li, W	0.00	0.00	2.00	0.00	0.00	0.00	0
1334	Liang, Z	1.00	0.00	0.00	0.00	0.00	0.00	0
1335	Lianos, T	2.00	0.00	2.00	0.00	0.00	0.00	1
1336	Lieberson, S	1.00	0.00	0.00	0.00	0.00	0.00	0
1337	Lievens, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1338	Liftman, M	1.00	0.00	0.00	0.00	0.00	0.00	0
1339	Light, I	4.00	0.00	0.00	0.00	0.00	0.00	0
1340	Lightfoot, P	1.00	0.00	0.00	0.00	0.00	0.00	0
1341	Lillydahl, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1342	Lim, L	1.00	0.00	0.00	0.00	0.00	0.00	0
1343	Limage, L	0.00	0.00	3.00	0.00	0.00	0.00	0
1344	Lin-Yuan, Y	0.00	0.00	1.00	0.00	0.00	0.00	0
1345	Lindenthal, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1346	Lindgren, R	4.00	0.00	0.00	0.00	0.00	0.00	0
1347	Lindmark, S	1.00	0.00	0.00	0.00	0.00	0.00	0
1348	Lindquist, B	1.00	0.00	0.00	0.00	0.00	0.00	0
1349	Ling, L	1.00	0.00	0.00	0.00	0.00	0.00	0
1350	Lissak, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1351	Littlefield, C	1.00	0.00	0.00	0.00	0.00	0.00	0
1352	Liu, C	1.00	0.00	0.00	0.00	0.00	0.00	0
1353	Liu, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1354	Liu, W	3.00	0.00	0.00	0.00	0.00	0.00	0
1355	Liu, X	0.00	0.00	2.00	0.00	0.00	0.00	0
1356	Llambias-Wolff, J	0.00	0.00	1.00	0.00	0.00	0.00	0
1357	Lloyd, C	1.00	0.00	0.00	0.00	0.00	0.00	0
1358	Lobo, A	0.00	0.00	1.00	0.00	0.00	0.00	0
1359	Lobodzinska, B	0.00	0.00	1.00	0.00	0.00	0.00	0
1360	Locher, U	1.00	0.00	0.00	0.00	0.00	0.00	0
1361	Locke, F	2.00	0.00	0.00	0.00	0.00	0.00	0
1362	Lockwood, V	1.00	0.00	0.00	0.00	0.00	0.00	0
1363	Lockwood, W	1.00	0.00	0.00	0.00	0.00	0.00	0
1364	Lodewyckx, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1365	Logan, B	0.00	0.00	1.00	0.00	0.00	0.00	0
1366	Logan, J	2.00	0.00	0.00	0.00	0.00	0.00	0
1367	Lohrmann, R	0.00	0.00	5.00	0.00	0.00	0.00	0
1368	London, H	5.00	0.00	0.00	0.00	0.00	0.00	0
1369	Long, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1370	Long, L	4.00	0.00	0.00	0.00	0.00	0.00	0
1371	Lonnroth, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1372	Loo, C	1.00	0.00	0.00	0.00	0.00	0.00	0
1373	Looney, R	0.00	0.00	3.00	0.00	0.00	0.00	0
1374	Lopata, H	1.00	0.00	0.00	0.00	0.00	0.00	0
1375	Lopez, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1376	Lora-Tamayo, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1377	Lorenzo-Hernandez, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1378	Loucky, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1379	Louis, H	1.00	0.00	0.00	0.00	0.00	0.00	0
1380	Loutan, L	0.00	0.00	1.00	0.00	0.00	0.00	0
1381	Lovell, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1382	Loveridge, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1383	Lovoll, O	1.00	0.00	0.00	0.00	0.00	0.00	0
1384	Low, L	1.00	0.00	0.00	0.00	0.00	0.00	0
1385	Lowell, B	1.00	0.00	0.00	0.00	0.00	0.00	0
1386	Lucas, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1387	Luciuk, L	2.00	0.00	0.00	0.00	0.00	0.00	0
1388	Luckham, B	0.00	1.00	0.00	0.00	0.00	0.00	0
1389	Luconi, S	1.00	0.00	0.00	0.00	0.00	0.00	0
1390	Luebke, F	6.00	0.00	0.00	0.00	0.00	0.00	0
1391	Luibheid, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1392	Lukomskyj, O	0.00	0.00	1.00	0.00	0.00	0.00	0
1393	Lundstrom, S	0.00	0.00	3.00	0.00	0.00	0.00	0
1394	Lusty, T	1.00	0.00	0.00	0.00	0.00	0.00	0
1395	Luther, N	1.00	0.00	0.00	0.00	0.00	0.00	0
1396	Lux, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1397	Lydie, N	0.00	0.00	1.00	0.00	0.00	0.00	0
1398	Lyman, S	3.00	0.00	0.00	0.00	0.00	0.00	0
1399	Lyon, A	0.00	1.00	0.00	0.00	0.00	0.00	0
1400	Ma, S	1.00	0.00	0.00	0.00	0.00	0.00	0
1401	Maani, S	1.00	0.00	0.00	0.00	0.00	0.00	0
1402	Mabry, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1403	Maccotta, G	0.00	0.00	1.00	0.00	0.00	0.00	0
1404	Macdougall, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1405	Mace, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1406	Machado, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1407	Macisco, J	5.00	0.00	0.00	0.00	0.00	0.00	0
1408	Mackay, M	0.00	1.00	0.00	0.00	0.00	0.00	0
1409	Mackenroth, G	0.00	1.00	0.00	0.00	0.00	1.00	0
1410	Mackie, M	1.00	0.00	0.00	0.00	0.00	0.00	0
1411	Madaj, M	2.00	0.00	0.00	0.00	0.00	0.00	0
1412	Mageean, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1413	Mahmood, R	0.00	0.00	3.00	0.00	0.00	0.00	0
1414	Mahmoud, M	0.00	0.00	1.00	0.00	0.00	0.00	0
1415	Mahoney, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1416	Maingot, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1417	Majka, L	1.00	0.00	0.00	0.00	0.00	0.00	0
1418	Makulu, H	0.00	1.00	0.00	0.00	0.00	0.00	0
1419	Maldonado, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1420	Maloney, T	1.00	0.00	0.00	0.00	0.00	0.00	0
1421	Mancho, S	0.00	0.00	1.00	0.00	0.00	0.00	0
1422	Mandell, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1423	Manderson, L	1.00	0.00	0.00	0.00	0.00	0.00	0
1424	Manfrass, K	1.00	0.00	0.00	0.00	0.00	0.00	0
1425	Mangalam, J	5.00	0.00	0.00	0.00	0.00	0.00	0
1426	Mangano, A	2.00	0.00	0.00	0.00	0.00	0.00	0
1427	Mann, E	0.00	0.00	1.00	0.00	0.00	0.00	0
1428	Mann, W	1.00	0.00	0.00	0.00	0.00	0.00	0
1429	Manning, R	2.00	0.00	0.00	0.00	0.00	0.00	0
1430	Mannoni, E	0.00	1.00	0.00	0.00	0.00	0.00	0
1431	Mao, M	1.00	0.00	0.00	0.00	0.00	0.00	0
1432	Marcelli, E	0.00	0.00	1.00	0.00	0.00	0.00	0
1433	Maris, A	0.00	1.00	0.00	0.00	0.00	0.00	0
1434	Mark, C	3.00	0.00	0.00	0.00	0.00	0.00	0
1435	Markopoulou, C	0.00	0.00	1.00	0.00	0.00	0.00	0
1436	Markovttz, F	1.00	0.00	0.00	0.00	0.00	0.00	0
1437	Markowitz, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1438	Marmora, L	2.00	0.00	0.00	0.00	0.00	0.00	0
1439	Marr, B	1.00	0.00	0.00	0.00	0.00	0.00	0
1440	Marr, W	2.00	0.00	4.00	0.00	0.00	0.00	1
1441	Marrett, C	1.00	0.00	0.00	0.00	0.00	0.00	0
1442	Marrus, M	1.00	0.00	0.00	0.00	0.00	0.00	0
1443	Marsal, J	0.00	0.00	1.00	0.00	0.00	0.00	0
1444	Marsden, L	1.00	0.00	0.00	0.00	0.00	0.00	0
1445	Marshall, A	3.00	0.00	0.00	0.00	0.00	0.00	0
1446	Marshall, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1447	Marston, W	1.00	0.00	0.00	0.00	0.00	0.00	0
1448	Martin, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1449	Martin, J	2.00	0.00	0.00	0.00	0.00	0.00	0
1450	Martin, P	17.00	0.00	1.00	0.00	0.00	0.00	1
1451	Martin, W	1.00	0.00	0.00	0.00	0.00	0.00	0
1452	Martin-Lou, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1453	Martine, G	2.00	0.00	0.00	0.00	0.00	0.00	0
1454	Martinelli, P	1.00	0.00	0.00	0.00	0.00	0.00	0
1455	Martinez, H	1.00	0.00	0.00	0.00	0.00	0.00	0
1456	Martinez, J	0.00	0.00	2.00	0.00	0.00	0.00	0
1457	Martinez, O	2.00	0.00	0.00	0.00	0.00	0.00	0
1458	Martiniello, M	4.00	0.00	0.00	0.00	0.00	0.00	0
1459	Maselli, G	0.00	1.00	2.00	0.00	1.00	0.00	0
1460	Masnick, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1461	Massey, D	8.00	0.00	0.00	0.00	0.00	0.00	0
1462	Mast, Van Der, W	0.00	2.00	0.00	0.00	0.00	0.00	0
1463	Mata, F	1.00	0.00	0.00	0.00	0.00	0.00	0
1464	Mateo, F	0.00	0.00	1.00	0.00	0.00	0.00	0
1465	Mathur, M	0.00	0.00	1.00	0.00	0.00	0.00	0
1466	Matta, B	1.00	0.00	0.00	0.00	0.00	0.00	0
1467	Mayer, K	1.00	0.00	1.00	0.00	0.00	0.00	1
1468	Maykovich, M	1.00	0.00	0.00	0.00	0.00	0.00	0
1469	Mbabuike, M	1.00	0.00	0.00	0.00	0.00	0.00	0
1470	Mbow, N	0.00	0.00	1.00	0.00	0.00	0.00	0
1471	Mcallister, I	1.00	0.00	0.00	0.00	0.00	0.00	0
1472	Mcbride, M	0.00	0.00	1.00	0.00	0.00	0.00	0
1473	Mcbride, P	3.00	0.00	0.00	0.00	0.00	0.00	0
1474	Mccaffrey, L	1.00	0.00	0.00	0.00	0.00	0.00	0
1475	Mccall, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1476	Mccance, C	0.00	0.00	1.00	0.00	0.00	0.00	0
1477	Mccarthy, J	3.00	0.00	0.00	0.00	0.00	0.00	0
1478	Mccoy, T	1.00	0.00	0.00	0.00	0.00	0.00	0
1479	Mccready, D	7.00	0.00	1.00	0.00	0.00	0.00	1
1480	Mccready, W	2.00	0.00	0.00	0.00	0.00	0.00	0
1481	Mccutcheon, L	1.00	0.00	0.00	0.00	0.00	0.00	0
1482	Mcdaniel, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1483	Mcdermott, R	0.00	0.00	1.00	0.00	0.00	0.00	0
1484	Mcdonald, J	0.00	0.00	2.00	0.00	0.00	0.00	0
1485	Mcelroy, J	2.00	0.00	0.00	0.00	0.00	0.00	0
1486	Mcewan, P	0.00	0.00	1.00	0.00	0.00	0.00	0
1487	Mcintire, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1488	Mcintyre, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1489	Mckay, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1490	Mckee, D	0.00	0.00	5.00	0.00	0.00	0.00	0
1491	Mclaughlin, C	0.00	0.00	1.00	0.00	0.00	0.00	0
1492	Mclean-Bardwell, C	1.00	0.00	0.00	0.00	0.00	0.00	0
1493	Mcleod, M	0.00	0.00	1.00	0.00	0.00	0.00	0
1494	Mcmahon, E	2.00	0.00	0.00	0.00	0.00	0.00	0
1495	Mcmain, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1496	Mcnally, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1497	Mcnamara, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1498	Mcquade, G	0.00	0.00	1.00	0.00	0.00	0.00	0
1499	Mcready, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1500	Mcseveney, S	1.00	0.00	0.00	0.00	0.00	0.00	0
1501	Mcspadden, L	3.00	0.00	0.00	0.00	0.00	0.00	0
1502	Meade, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1503	Meheus, A	0.00	0.00	1.00	0.00	0.00	0.00	0
1504	Mehrlaender, U	1.00	0.00	0.00	0.00	0.00	0.00	0
1505	Mehrlander, U	1.00	0.00	2.00	0.00	0.00	0.00	1
1506	Meier, M	5.00	0.00	0.00	0.00	0.00	0.00	0
1507	Meilaender, P	1.00	0.00	0.00	0.00	0.00	0.00	0
1508	Meissner, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1509	Meister, R	2.00	0.00	0.00	0.00	0.00	0.00	0
1510	Melander, G	2.00	0.00	0.00	0.00	0.00	0.00	0
1511	Melendez, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1512	Melendy, H	3.00	0.00	0.00	0.00	0.00	0.00	0
1513	Melton, W	1.00	0.00	0.00	0.00	0.00	0.00	0
1514	Meltzer, B	1.00	0.00	0.00	0.00	0.00	0.00	0
1515	Melville, M	1.00	0.00	0.00	0.00	0.00	0.00	0
1516	Menahem, G	0.00	0.00	1.00	0.00	0.00	0.00	0
1517	Mendez, J	0.00	0.00	1.00	0.00	0.00	0.00	0
1518	Mendonsa, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1519	Menjivar, C	1.00	0.00	1.00	0.00	0.00	0.00	1
1520	Menon, I	0.00	0.00	1.00	0.00	0.00	0.00	0
1521	Mercer, B	1.00	0.00	0.00	0.00	0.00	0.00	0
1522	Merrick, T	1.00	0.00	0.00	0.00	0.00	0.00	0
1523	Merrill, P	4.00	0.00	0.00	0.00	0.00	0.00	0
1524	Mervine, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1525	Messina, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1526	Metwally, M	0.00	0.00	2.00	0.00	0.00	0.00	0
1527	Meyer, C	1.00	0.00	0.00	0.00	0.00	0.00	0
1528	Meyers, H	0.00	1.00	0.00	0.00	0.00	0.00	0
1529	Meznaric, S	2.00	0.00	0.00	0.00	0.00	0.00	0
1530	Mezoff, R	0.00	1.00	0.00	0.00	0.00	0.00	0
1531	Michalowski, M	2.00	0.00	2.00	0.00	0.00	0.00	1
1532	Michaud, M	11.00	0.00	0.00	0.00	0.00	0.00	0
1533	Michelson, P	1.00	0.00	0.00	0.00	0.00	0.00	0
1534	Michiels, L	0.00	0.00	1.00	0.00	0.00	0.00	0
1535	Midgett, D	2.00	0.00	0.00	0.00	0.00	0.00	0
1536	Mieczkowski, T	1.00	0.00	0.00	0.00	0.00	0.00	0
1537	Migration, I	0.00	0.00	1.00	0.00	0.00	0.00	0
1538	Migrator	0.00	0.00	1.00	0.00	0.00	0.00	0
1539	Miles, R	1.00	0.00	1.00	0.00	0.00	0.00	1
1540	Miles, W	1.00	0.00	0.00	0.00	0.00	0.00	0
1541	Mill, Van, A	0.00	1.00	0.00	0.00	0.00	0.00	0
1542	Miller, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1543	Miller, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1544	Miller, K	2.00	0.00	0.00	0.00	0.00	0.00	0
1545	Miller, M	16.00	0.00	2.00	0.00	0.00	0.00	1
1546	Miller, P	4.00	0.00	1.00	0.00	0.00	0.00	1
1547	Miller, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1548	Miller, S	1.00	0.00	0.00	0.00	0.00	0.00	0
1549	Min, P	7.00	0.00	0.00	0.00	0.00	0.00	0
1550	Minde, T	1.00	0.00	0.00	0.00	0.00	0.00	0
