nr	Author	IMR-Sage	REMP-Staatsdrukkerij	IM-Wiley	Dutch_Government	ICEM	REMP	Overlap_IMR_IM
387	Chukunta, N	0.00	0.00	1.00	0.00	0.00	0.00	0
388	Churgin, M	1.00	0.00	0.00	0.00	0.00	0.00	0
389	Cicekli, B	1.00	0.00	0.00	0.00	0.00	0.00	0
390	Cidor, H	0.00	1.00	0.00	0.00	0.00	0.00	0
391	Ciencialo, A	1.00	0.00	0.00	0.00	0.00	0.00	0
392	Cinel, D	1.00	0.00	0.00	0.00	0.00	0.00	0
393	Citroen, H	0.00	1.00	0.00	0.00	0.00	0.00	0
394	Claghorn, K	2.00	0.00	0.00	0.00	0.00	0.00	0
395	Clark, D	1.00	0.00	0.00	0.00	0.00	0.00	0
396	Clark, W	1.00	0.00	0.00	0.00	0.00	0.00	0
397	Clarke, C	1.00	0.00	0.00	0.00	0.00	0.00	0
398	Clarke, H	2.00	0.00	2.00	0.00	0.00	0.00	1
399	Clausen, C	1.00	0.00	0.00	0.00	0.00	0.00	0
400	Clay, C	1.00	0.00	0.00	0.00	0.00	0.00	0
401	Clem, R	1.00	0.00	0.00	0.00	0.00	0.00	0
402	Cnossen, D	0.00	0.00	1.00	0.00	0.00	0.00	0
403	Cnossen, T	0.00	1.00	2.00	0.00	0.00	0.00	0
404	Cobas, J	1.00	0.00	0.00	0.00	0.00	0.00	0
405	Cobb-Clark, D	2.00	0.00	0.00	0.00	0.00	0.00	0
406	Cobbe, J	4.00	0.00	0.00	0.00	0.00	0.00	0
407	Coelho, A	0.00	0.00	1.00	0.00	0.00	0.00	0
408	Cofone, A	1.00	0.00	0.00	0.00	0.00	0.00	0
409	Cohen, R	0.00	0.00	1.00	0.00	0.00	0.00	0
410	Cohen, Y	2.00	0.00	0.00	0.00	0.00	0.00	0
411	Cohon, J	1.00	0.00	0.00	0.00	0.00	0.00	0
412	Coleman, D	5.00	0.00	1.00	0.00	0.00	0.00	1
413	Collins, M	1.00	0.00	0.00	0.00	0.00	0.00	0
414	Comay, Y	0.00	0.00	1.00	0.00	0.00	0.00	0
415	Conaway, M	0.00	0.00	1.00	0.00	0.00	0.00	0
416	Conde, J	0.00	0.00	2.00	0.00	0.00	0.00	0
417	Connell, J	2.00	0.00	0.00	0.00	0.00	0.00	0
418	Conners, M	1.00	0.00	0.00	0.00	0.00	0.00	0
419	Conning, A	1.00	0.00	0.00	0.00	0.00	0.00	0
420	Connolly, M	1.00	0.00	0.00	0.00	0.00	0.00	0
421	Connor, D	0.00	0.00	1.00	0.00	0.00	0.00	0
422	Connor, K	1.00	0.00	0.00	0.00	0.00	0.00	0
423	Connors, R	2.00	0.00	0.00	0.00	0.00	0.00	0
424	Conrad, R	1.00	0.00	0.00	0.00	0.00	0.00	0
425	Constandse, A	0.00	0.00	1.00	0.00	0.00	0.00	0
426	Constantakos, I	0.00	0.00	1.00	0.00	0.00	0.00	0
427	Constantinou, S	2.00	0.00	0.00	0.00	0.00	0.00	0
428	Convey, A	1.00	0.00	0.00	0.00	0.00	0.00	0
429	Conway, D	2.00	0.00	1.00	0.00	0.00	0.00	1
430	Conyers, T	0.00	0.00	1.00	0.00	0.00	0.00	0
431	Cooney, R	1.00	0.00	0.00	0.00	0.00	0.00	0
432	Cooper, D	1.00	0.00	0.00	0.00	0.00	0.00	0
433	Cordasco, F	11.00	0.00	0.00	0.00	0.00	0.00	0
434	Cornelius, W	2.00	0.00	0.00	0.00	0.00	0.00	0
435	Corwin, A	1.00	0.00	0.00	0.00	0.00	0.00	0
436	Costa-Lascoux, J	1.00	0.00	0.00	0.00	0.00	0.00	0
437	Costello, M	1.00	0.00	0.00	0.00	0.00	0.00	0
438	Coughlan, J	1.00	0.00	0.00	0.00	0.00	0.00	0
439	Couper, K	1.00	0.00	0.00	0.00	0.00	0.00	0
440	Coutin, S	1.00	0.00	0.00	0.00	0.00	0.00	0
441	Cowgill, D	1.00	0.00	0.00	0.00	0.00	0.00	0
442	Cox, D	0.00	0.00	3.00	0.00	0.00	0.00	0
443	Craig, R	3.00	0.00	0.00	0.00	0.00	0.00	0
444	Crennan, M	0.00	0.00	1.00	0.00	0.00	0.00	0
445	Crosby, R	1.00	0.00	0.00	0.00	0.00	0.00	0
446	Cross, G	1.00	0.00	0.00	0.00	0.00	0.00	0
447	Cross, R	3.00	0.00	0.00	0.00	0.00	0.00	0
448	Croucher, S	1.00	0.00	0.00	0.00	0.00	0.00	0
449	Crowder, K	1.00	0.00	0.00	0.00	0.00	0.00	0
450	Crush, J	0.00	0.00	1.00	0.00	0.00	0.00	0
451	Cruz, A	0.00	0.00	1.00	0.00	0.00	0.00	0
452	Cruz, J	0.00	0.00	1.00	0.00	0.00	0.00	0
453	Cullen, R	1.00	0.00	0.00	0.00	0.00	0.00	0
454	Cuny, F	1.00	0.00	0.00	0.00	0.00	0.00	0
455	Curran, R	1.00	0.00	0.00	0.00	0.00	0.00	0
456	Curran, T	3.00	0.00	0.00	0.00	0.00	0.00	0
457	Curry, T	1.00	0.00	0.00	0.00	0.00	0.00	0
458	Curtis, J	1.00	0.00	0.00	0.00	0.00	0.00	0
459	Cutler, L	1.00	0.00	0.00	0.00	0.00	0.00	0
460	Cutsumbis, M	3.00	0.00	0.00	0.00	0.00	0.00	0
461	Cutter, D	1.00	0.00	0.00	0.00	0.00	0.00	0
462	D.K.	1.00	0.00	0.00	0.00	0.00	0.00	0
463	Da Rosa, V	4.00	0.00	0.00	0.00	0.00	0.00	0
464	Dagodag, W	1.00	0.00	0.00	0.00	0.00	0.00	0
465	Dail, P	0.00	0.00	1.00	0.00	0.00	0.00	0
466	Daly, H	1.00	0.00	0.00	0.00	0.00	0.00	0
467	Daly, M	0.00	0.00	1.00	0.00	0.00	0.00	0
468	Damian, N	0.00	0.00	2.00	0.00	0.00	0.00	0
469	Dang, A	1.00	0.00	0.00	0.00	0.00	0.00	0
470	Daniel, J	1.00	0.00	0.00	0.00	0.00	0.00	0
471	Daniels, R	6.00	0.00	0.00	0.00	0.00	0.00	0
472	Danziger, K	1.00	0.00	0.00	0.00	0.00	0.00	0
473	Danziger, N	0.00	0.00	1.00	0.00	0.00	0.00	0
474	Darosa, V	3.00	0.00	0.00	0.00	0.00	0.00	0
475	Darroch, A	1.00	0.00	0.00	0.00	0.00	0.00	0
476	Darvish, T	0.00	0.00	1.00	0.00	0.00	0.00	0
477	Dasilva, F	1.00	0.00	0.00	0.00	0.00	0.00	0
478	Davanzo, J	2.00	0.00	0.00	0.00	0.00	0.00	0
479	Davenport, W	1.00	0.00	0.00	0.00	0.00	0.00	0
480	David, H	0.00	0.00	1.00	0.00	0.00	0.00	0
481	David, S	1.00	0.00	0.00	0.00	0.00	0.00	0
482	Davila, A	4.00	0.00	0.00	0.00	0.00	0.00	0
483	Davis, R	1.00	0.00	0.00	0.00	0.00	0.00	0
484	Davison, V	1.00	0.00	0.00	0.00	0.00	0.00	0
485	Day, L	0.00	0.00	1.00	0.00	0.00	0.00	0
486	Day, R	1.00	0.00	0.00	0.00	0.00	0.00	0
487	De Albuquerque, K	2.00	0.00	0.00	0.00	0.00	0.00	0
488	De Aragon, U	1.00	0.00	0.00	0.00	0.00	0.00	0
489	De Coppens, P	1.00	0.00	0.00	0.00	0.00	0.00	0
490	De Haan, D	1.00	0.00	0.00	0.00	0.00	0.00	0
491	De Jong, G	3.00	0.00	0.00	0.00	0.00	0.00	0
492	De Jongh, R	1.00	0.00	0.00	0.00	0.00	0.00	0
493	De La Garza, R	5.00	0.00	0.00	0.00	0.00	0.00	0
494	De Paiva, A	1.00	0.00	0.00	0.00	0.00	0.00	0
495	De Rosa, V	1.00	0.00	0.00	0.00	0.00	0.00	0
496	De Silva, S	1.00	0.00	0.00	0.00	0.00	0.00	0
497	De Sousa Ferreira, E	1.00	0.00	0.00	0.00	0.00	0.00	0
498	De Villegas, M	1.00	0.00	0.00	0.00	0.00	0.00	0
499	De Voe, D	1.00	0.00	0.00	0.00	0.00	0.00	0
500	De Wenden, C	5.00	0.00	0.00	0.00	0.00	0.00	0
501	De Wenden-Didier, C	1.00	0.00	0.00	0.00	0.00	0.00	0
502	De Zarate, A	1.00	0.00	0.00	0.00	0.00	0.00	0
503	De Zoysa, D	1.00	0.00	0.00	0.00	0.00	0.00	0
504	Deamicis, J	1.00	0.00	0.00	0.00	0.00	0.00	0
505	Debart, M	0.00	0.00	1.00	0.00	0.00	0.00	0
506	Deffenbaugh, R	1.00	0.00	0.00	0.00	0.00	0.00	0
507	Defreitas, G	1.00	0.00	0.00	0.00	0.00	0.00	0
508	Dejong, G	1.00	0.00	0.00	0.00	0.00	0.00	0
509	Dekker, R	0.00	0.00	1.00	0.00	0.00	0.00	0
510	Delaney, P	1.00	0.00	0.00	0.00	0.00	0.00	0
511	Deley, M	2.00	0.00	0.00	0.00	0.00	0.00	0
512	Delgado, H	1.00	0.00	0.00	0.00	0.00	0.00	0
513	Delia, E	0.00	0.00	1.00	0.00	0.00	0.00	0
514	Delorme Jr., C	0.00	0.00	1.00	0.00	0.00	0.00	0
515	Denton, N	1.00	0.00	0.00	0.00	0.00	0.00	0
516	Derege, C	1.00	0.00	0.00	0.00	0.00	0.00	0
517	Deryckere, P	0.00	0.00	1.00	0.00	0.00	0.00	0
518	Desbarats, J	1.00	0.00	0.00	0.00	0.00	0.00	0
519	Desipio, L	2.00	0.00	0.00	0.00	0.00	0.00	0
520	Devine, E	1.00	0.00	0.00	0.00	0.00	0.00	0
521	Devlin, B	1.00	0.00	0.00	0.00	0.00	0.00	0
522	Dewind, J	1.00	0.00	0.00	0.00	0.00	0.00	0
523	Di Leonardo, M	1.00	0.00	0.00	0.00	0.00	0.00	0
524	Di Pietro, R	3.00	0.00	0.00	0.00	0.00	0.00	0
525	Diamond, J	1.00	0.00	0.00	0.00	0.00	0.00	0
526	Diarra, S	0.00	0.00	1.00	0.00	0.00	0.00	0
527	Diatta, M	0.00	0.00	1.00	0.00	0.00	0.00	0
528	Diaz-Briquets, S	5.00	0.00	0.00	0.00	0.00	0.00	0
529	Diegues, M	0.00	0.00	1.00	0.00	0.00	0.00	0
530	Dikaiou, M	0.00	0.00	6.00	0.00	0.00	0.00	0
531	Diner, S	2.00	0.00	0.00	0.00	0.00	0.00	0
532	Dinerman, I	1.00	0.00	0.00	0.00	0.00	0.00	0
533	Dinkel, R	0.00	0.00	1.00	0.00	0.00	0.00	0
534	Dinnerstein, L	10.00	0.00	0.00	0.00	0.00	0.00	0
535	Dinwiddie, E	1.00	0.00	0.00	0.00	0.00	0.00	0
536	Dipietro, R	2.00	0.00	0.00	0.00	0.00	0.00	0
537	Dirks, G	2.00	0.00	0.00	0.00	0.00	0.00	0
538	Djamba, Y	1.00	0.00	0.00	0.00	0.00	0.00	0
539	Dobbert, G	2.00	0.00	0.00	0.00	0.00	0.00	0
540	Doczy, A	0.00	1.00	1.00	0.00	0.00	0.00	0
541	Dohen, D	2.00	0.00	0.00	0.00	0.00	0.00	0
542	Dolan, J	2.00	0.00	0.00	0.00	0.00	0.00	0
543	Dolmetsch, C	6.00	0.00	0.00	0.00	0.00	0.00	0
544	Dominedo, F	0.00	0.00	1.00	0.00	0.00	0.00	0
545	Dominedo, M	0.00	0.00	1.00	0.00	0.00	0.00	0
546	Donaldson, P	1.00	0.00	0.00	0.00	0.00	0.00	0
547	Donato, K	1.00	0.00	0.00	0.00	0.00	0.00	0
548	Doomernik, J	2.00	0.00	0.00	0.00	0.00	0.00	0
549	Dorais, L	2.00	0.00	0.00	0.00	0.00	0.00	0
550	Doron, A	0.00	0.00	1.00	0.00	0.00	0.00	0
551	Dorpema, H	0.00	1.00	0.00	0.00	0.00	0.00	0
552	Dossich, J	1.00	0.00	0.00	0.00	0.00	0.00	0
553	Dossick, J	1.00	0.00	0.00	0.00	0.00	0.00	0
554	Dowie, J	1.00	0.00	0.00	0.00	0.00	0.00	0
555	Downer, A	0.00	0.00	1.00	0.00	0.00	0.00	0
556	Downing, T	0.00	0.00	1.00	0.00	0.00	0.00	0
557	Drakakis-Smith, D	1.00	0.00	0.00	0.00	0.00	0.00	0
558	Drbohlav, D	0.00	0.00	1.00	0.00	0.00	0.00	0
559	Drettakis, E	0.00	0.00	1.00	0.00	0.00	0.00	0
560	Driedger, L	1.00	0.00	0.00	0.00	0.00	0.00	0
561	Driscoll, A	1.00	0.00	0.00	0.00	0.00	0.00	0
562	Driscoll, B	1.00	0.00	0.00	0.00	0.00	0.00	0
563	Duany, J	1.00	0.00	0.00	0.00	0.00	0.00	0
564	Duff, J	4.00	0.00	0.00	0.00	0.00	0.00	0
565	Duleep, H	2.00	0.00	0.00	0.00	0.00	0.00	0
566	Duman, B	0.00	0.00	1.00	0.00	0.00	0.00	0
567	Dumenil, L	1.00	0.00	0.00	0.00	0.00	0.00	0
568	Dumon, W	0.00	0.00	8.00	0.00	0.00	0.00	0
569	Dunlop, J	1.00	0.00	0.00	0.00	0.00	0.00	0
570	Durand, J	1.00	0.00	0.00	0.00	0.00	0.00	0
571	Durieux, H	0.00	0.00	1.00	0.00	0.00	0.00	0
572	Dworkin, A	5.00	0.00	0.00	0.00	0.00	0.00	0
573	Eaglstein, A	0.00	0.00	1.00	0.00	0.00	0.00	0
574	Eames, E	1.00	0.00	0.00	0.00	0.00	0.00	0
575	Eaton, W	1.00	0.00	0.00	0.00	0.00	0.00	0
576	Ebanks, G	0.00	0.00	2.00	0.00	0.00	0.00	0
577	Ebrahim, S	0.00	0.00	1.00	0.00	0.00	0.00	0
578	Ecevit, Z	1.00	0.00	0.00	0.00	0.00	0.00	0
579	Edding, F	0.00	4.00	0.00	0.00	0.00	1.00	0
580	Edwards, B	1.00	0.00	0.00	0.00	0.00	0.00	0
581	Edwards, D	1.00	0.00	0.00	0.00	0.00	0.00	0
582	Eelens, F	1.00	0.00	1.00	0.00	0.00	0.00	1
583	Egan, J	3.00	0.00	0.00	0.00	0.00	0.00	0
584	Egelman, W	12.00	0.00	0.00	0.00	0.00	0.00	0
585	Eichenbaum, J	0.00	0.00	1.00	0.00	0.00	0.00	0
586	Ekberg, J	0.00	0.00	1.00	0.00	0.00	0.00	0
587	Ekman, E	1.00	0.00	0.00	0.00	0.00	0.00	0
588	Ekpenyong, S	1.00	0.00	0.00	0.00	0.00	0.00	0
589	El-Sabah, A	0.00	0.00	1.00	0.00	0.00	0.00	0
590	El-Shalakani, M	0.00	0.00	1.00	0.00	0.00	0.00	0
591	Elahi, K	1.00	0.00	0.00	0.00	0.00	0.00	0
592	Elazer, D	1.00	0.00	0.00	0.00	0.00	0.00	0
593	Elich, J	1.00	0.00	1.00	0.00	0.00	0.00	1
594	Elizaga, J	2.00	0.00	0.00	0.00	0.00	0.00	0
595	Elizur, D	0.00	0.00	1.00	0.00	0.00	0.00	0
596	Elkin, F	1.00	0.00	0.00	0.00	0.00	0.00	0
597	Elliott, J	5.00	0.00	0.00	0.00	0.00	0.00	0
598	Ellis, J	1.00	0.00	0.00	0.00	0.00	0.00	0
599	Ellis, M	2.00	0.00	1.00	0.00	0.00	0.00	1
600	Ellis, R	1.00	0.00	0.00	0.00	0.00	0.00	0
601	Elnajjar, H	1.00	0.00	0.00	0.00	0.00	0.00	0
602	Elverdam, B	1.00	0.00	0.00	0.00	0.00	0.00	0
603	Elwell, P	1.00	0.00	0.00	0.00	0.00	0.00	0
604	Enchautegui, M	1.00	0.00	0.00	0.00	0.00	0.00	0
605	Endo, R	3.00	0.00	0.00	0.00	0.00	0.00	0
606	Engel, M	14.00	0.00	0.00	0.00	0.00	0.00	0
607	Engstrom, D	1.00	0.00	0.00	0.00	0.00	0.00	0
608	Enloe, C	1.00	0.00	0.00	0.00	0.00	0.00	0
609	Entzinger, H	0.00	0.00	2.00	0.00	0.00	0.00	0
610	Epp, F	1.00	0.00	0.00	0.00	0.00	0.00	0
611	Eschbach, K	1.00	0.00	0.00	0.00	0.00	0.00	0
612	Escobar-Latapi, A	0.00	0.00	1.00	0.00	0.00	0.00	0
613	Escobar-Navia, R	0.00	0.00	1.00	0.00	0.00	0.00	0
614	Espenshade, T	4.00	0.00	0.00	0.00	0.00	0.00	0
615	Espinosa, K	1.00	0.00	0.00	0.00	0.00	0.00	0
616	Eu, H	1.00	0.00	0.00	0.00	0.00	0.00	0
617	Evans, G	1.00	0.00	0.00	0.00	0.00	0.00	0
618	Evans, J	1.00	0.00	0.00	0.00	0.00	0.00	0
619	Evans, M	2.00	0.00	0.00	0.00	0.00	0.00	0
620	Ex, J	0.00	1.00	0.00	0.00	0.00	0.00	0
621	Fabian, M	1.00	0.00	0.00	0.00	0.00	0.00	0
622	Fagley, R	0.00	1.00	0.00	0.00	0.00	0.00	0
623	Faires, N	1.00	0.00	0.00	0.00	0.00	0.00	0
624	Faist, T	3.00	0.00	0.00	0.00	0.00	0.00	0
625	Fakiolas, R	1.00	0.00	0.00	0.00	0.00	0.00	0
626	Falcon, L	1.00	0.00	0.00	0.00	0.00	0.00	0
627	Fan, C	1.00	0.00	0.00	0.00	0.00	0.00	0
628	Fang, D	2.00	0.00	0.00	0.00	0.00	0.00	0
629	Farmer, R	0.00	0.00	1.00	0.00	0.00	0.00	0
630	Farrag, M	0.00	0.00	2.00	0.00	0.00	0.00	0
631	Farrell, R	1.00	0.00	0.00	0.00	0.00	0.00	0
632	Farrell, W	1.00	0.00	0.00	0.00	0.00	0.00	0
633	Fass, P	1.00	0.00	0.00	0.00	0.00	0.00	0
634	Fass, S	1.00	0.00	0.00	0.00	0.00	0.00	0
635	Fassmann, H	1.00	0.00	0.00	0.00	0.00	0.00	0
636	Faught, J	1.00	0.00	0.00	0.00	0.00	0.00	0
637	Faustino-Santos, R	0.00	0.00	1.00	0.00	0.00	0.00	0
638	Favero, L	1.00	0.00	0.00	0.00	0.00	0.00	0
639	Fawcett, J	5.00	0.00	0.00	0.00	0.00	0.00	0
640	Feather, N	0.00	0.00	1.00	0.00	0.00	0.00	0
641	Federici, N	1.00	0.00	0.00	0.00	0.00	0.00	0
642	Fedyshyn, O	4.00	0.00	0.00	0.00	0.00	0.00	0
643	Feil, C	0.00	0.00	1.00	0.00	0.00	0.00	0
644	Fein, A	0.00	0.00	1.00	0.00	0.00	0.00	0
645	Feindt, W	2.00	0.00	0.00	0.00	0.00	0.00	0
646	Feinstein, O	3.00	0.00	0.00	0.00	0.00	0.00	0
647	Feldmesser, R	1.00	0.00	0.00	0.00	0.00	0.00	0
648	Feminella, F	1.00	0.00	0.00	0.00	0.00	0.00	0
649	Femmineixa, F	1.00	0.00	0.00	0.00	0.00	0.00	0
650	Femminella, F	3.00	0.00	0.00	0.00	0.00	0.00	0
651	Fenchok, P	1.00	0.00	0.00	0.00	0.00	0.00	0
652	Fensham, P	0.00	0.00	1.00	0.00	0.00	0.00	0
653	Fentener Van Vlissingen, R	0.00	1.00	0.00	0.00	0.00	0.00	0
654	Fergany, N	1.00	0.00	0.00	0.00	0.00	0.00	0
655	Fernandez, G	4.00	0.00	0.00	0.00	0.00	0.00	0
656	Fernandez, M	3.00	0.00	0.00	0.00	0.00	0.00	0
657	Fernandez-Kelly, M	1.00	0.00	0.00	0.00	0.00	0.00	0
658	Fernando, S	0.00	0.00	1.00	0.00	0.00	0.00	0
659	Fernando, T	1.00	0.00	0.00	0.00	0.00	0.00	0
660	Ferras, J	0.00	0.00	1.00	0.00	0.00	0.00	0
661	Fetzer, J	1.00	0.00	0.00	0.00	0.00	0.00	0
662	Fields, R	4.00	0.00	0.00	0.00	0.00	0.00	0
663	Findlay, A	2.00	0.00	3.00	0.00	0.00	0.00	1
664	Findley, S	2.00	0.00	1.00	0.00	0.00	0.00	1
665	Finley, T	0.00	0.00	1.00	0.00	0.00	0.00	0
666	Finnan, C	1.00	0.00	0.00	0.00	0.00	0.00	0
667	Fischlowitz, E	1.00	0.00	0.00	0.00	0.00	0.00	0
668	Fisher, C	2.00	0.00	0.00	0.00	0.00	0.00	0
669	Fisherman, H	1.00	0.00	0.00	0.00	0.00	0.00	0
670	Fishman, J	8.00	0.00	0.00	0.00	0.00	0.00	0
671	Fitzpatrick, J	6.00	0.00	0.00	0.00	0.00	0.00	0
672	Fix, M	1.00	0.00	0.00	0.00	0.00	0.00	0
673	Flaxman, E	1.00	0.00	0.00	0.00	0.00	0.00	0
674	Fligstein, N	1.00	0.00	0.00	0.00	0.00	0.00	0
675	Flores, E	2.00	0.00	0.00	0.00	0.00	0.00	0
676	Fluehr-Lobban, C	1.00	0.00	0.00	0.00	0.00	0.00	0
677	Fogleman, A	1.00	0.00	0.00	0.00	0.00	0.00	0
678	Foner, N	6.00	0.00	0.00	0.00	0.00	0.00	0
679	Fong, E	1.00	0.00	0.00	0.00	0.00	0.00	0
680	Fong, H	1.00	0.00	0.00	0.00	0.00	0.00	0
681	Fong, P	1.00	0.00	1.00	0.00	0.00	0.00	1
682	Fong, T	1.00	0.00	0.00	0.00	0.00	0.00	0
683	Fonteneau, G	0.00	0.00	1.00	0.00	0.00	0.00	0
684	Ford, J	1.00	0.00	0.00	0.00	0.00	0.00	0
685	Ford, K	1.00	0.00	0.00	0.00	0.00	0.00	0
686	Fortney, J	2.00	0.00	0.00	0.00	0.00	0.00	0
687	Fowler, L	1.00	0.00	0.00	0.00	0.00	0.00	0
688	Fox, C	1.00	0.00	0.00	0.00	0.00	0.00	0
689	Fox, S	1.00	0.00	0.00	0.00	0.00	0.00	0
690	Fragmomen, A	1.00	0.00	0.00	0.00	0.00	0.00	0
691	Fragomen, A	11.00	0.00	0.00	0.00	0.00	0.00	0
692	Francesco, H	0.00	0.00	1.00	0.00	0.00	0.00	0
693	Franchini, T	1.00	0.00	0.00	0.00	0.00	0.00	0
694	Francis, R	3.00	0.00	0.00	0.00	0.00	0.00	0
695	Frederick, M	1.00	0.00	0.00	0.00	0.00	0.00	0
696	Freedman, R	0.00	0.00	1.00	0.00	0.00	0.00	0
697	Freeman, G	8.00	0.00	0.00	0.00	0.00	0.00	0
698	Freidenberg, J	1.00	0.00	0.00	0.00	0.00	0.00	0
699	Freund, P	1.00	0.00	0.00	0.00	0.00	0.00	0
700	Friday, C	1.00	0.00	0.00	0.00	0.00	0.00	0
701	Frideres, J	1.00	0.00	0.00	0.00	0.00	0.00	0
702	Friedland, W	1.00	0.00	0.00	0.00	0.00	0.00	0
703	Friedman, D	1.00	0.00	0.00	0.00	0.00	0.00	0
704	Friedman, M	2.00	0.00	0.00	0.00	0.00	0.00	0
705	Friis, E	1.00	0.00	0.00	0.00	0.00	0.00	0
706	Frisbie, P	1.00	0.00	0.00	0.00	0.00	0.00	0
707	Frisbie, W	3.00	0.00	0.00	0.00	0.00	0.00	0
708	Frittelli, M	0.00	0.00	1.00	0.00	0.00	0.00	0
709	Fry, R	1.00	0.00	0.00	0.00	0.00	0.00	0
710	Fuchs, L	5.00	0.00	0.00	0.00	0.00	0.00	0
711	Fugita, S	3.00	0.00	0.00	0.00	0.00	0.00	0
712	Fuller, G	2.00	0.00	0.00	0.00	0.00	0.00	0
713	Fuller, T	1.00	0.00	0.00	0.00	0.00	0.00	0
714	Funkhouser, E	1.00	0.00	0.00	0.00	0.00	0.00	0
715	Fyalkowski, J	1.00	0.00	0.00	0.00	0.00	0.00	0
716	G.C.S.	1.00	0.00	0.00	0.00	0.00	0.00	0
717	Gabaccia, D	1.00	0.00	0.00	0.00	0.00	0.00	0
718	Gadeyne, S	1.00	0.00	0.00	0.00	0.00	0.00	0
719	Gadolin, De, A	0.00	2.00	0.00	0.00	0.00	1.00	0
720	Galindo, A	0.00	0.00	1.00	0.00	0.00	0.00	0
721	Gallagher, D	2.00	0.00	0.00	0.00	0.00	0.00	0
722	Gallois, C	1.00	0.00	0.00	0.00	0.00	0.00	0
723	Galush, W	1.00	0.00	0.00	0.00	0.00	0.00	0
724	Games, A	1.00	0.00	0.00	0.00	0.00	0.00	0
725	Gaminiratne, K	1.00	0.00	0.00	0.00	0.00	0.00	0
726	Gans, H	3.00	0.00	0.00	0.00	0.00	0.00	0
727	Gany, A	0.00	0.00	1.00	0.00	0.00	0.00	0
728	Gao, M	0.00	0.00	1.00	0.00	0.00	0.00	0
729	Garcia, C	1.00	0.00	0.00	0.00	0.00	0.00	0
730	Garcia, F	2.00	0.00	0.00	0.00	0.00	0.00	0
731	Garcia, J	2.00	0.00	0.00	0.00	0.00	0.00	0
732	Garcia, M	1.00	0.00	0.00	0.00	0.00	0.00	0
733	Garcia, P	0.00	0.00	1.00	0.00	0.00	0.00	0
734	Gardaph, F	1.00	0.00	0.00	0.00	0.00	0.00	0
735	Gardner, R	1.00	0.00	0.00	0.00	0.00	0.00	0
736	Garrison, R	1.00	0.00	0.00	0.00	0.00	0.00	0
737	Garrison, V	1.00	0.00	0.00	0.00	0.00	0.00	0
738	Garson, J	2.00	0.00	0.00	0.00	0.00	0.00	0
739	Gartner, L	2.00	0.00	0.00	0.00	0.00	0.00	0
740	Gehmacher, E	2.00	0.00	0.00	0.00	0.00	0.00	0
741	Geis, G	0.00	0.00	1.00	0.00	0.00	0.00	0
742	Gelfand, D	1.00	0.00	0.00	0.00	0.00	0.00	0
743	Gellott, L	1.00	0.00	0.00	0.00	0.00	0.00	0
744	Gentileschi, M	1.00	0.00	0.00	0.00	0.00	0.00	0
745	George, M	0.00	0.00	2.00	0.00	0.00	0.00	0
746	Georges, E	1.00	0.00	0.00	0.00	0.00	0.00	0
747	Gerano, G	0.00	0.00	1.00	0.00	0.00	0.00	0
748	Gerber, D	1.00	0.00	0.00	0.00	0.00	0.00	0
749	Gerber, R	1.00	0.00	0.00	0.00	0.00	0.00	0
750	Gerber, S	3.00	0.00	0.00	0.00	0.00	0.00	0
751	Germani, G	0.00	0.00	1.00	0.00	0.00	0.00	0
752	Gertner, M	2.00	0.00	0.00	0.00	0.00	0.00	0
753	Geyl, W	0.00	1.00	1.00	0.00	0.00	0.00	0
754	Gezgin, K	0.00	0.00	1.00	0.00	0.00	0.00	0
755	Ghimire, K	0.00	0.00	1.00	0.00	0.00	0.00	0
756	Gianola, B	2.00	0.00	0.00	0.00	0.00	0.00	0
757	Gibbs, M	1.00	0.00	0.00	0.00	0.00	0.00	0
758	Gibney, M	2.00	0.00	0.00	0.00	0.00	0.00	0
759	Gibson, C	1.00	0.00	0.00	0.00	0.00	0.00	0
760	Gibson, M	1.00	0.00	0.00	0.00	0.00	0.00	0
761	Gieseck, A	1.00	0.00	0.00	0.00	0.00	0.00	0
762	Gilbertson, G	4.00	0.00	0.00	0.00	0.00	0.00	0
763	Gillespie, F	1.00	0.00	0.00	0.00	0.00	0.00	0
764	Gillin, E	1.00	0.00	0.00	0.00	0.00	0.00	0
765	Ginger, M	1.00	0.00	0.00	0.00	0.00	0.00	0
766	Giordano, J	1.00	0.00	0.00	0.00	0.00	0.00	0
767	Giovinco, J	1.00	0.00	0.00	0.00	0.00	0.00	0
768	Girard, A	1.00	0.00	0.00	0.00	0.00	0.00	0
769	Girdler-Brown, B	0.00	0.00	1.00	0.00	0.00	0.00	0
770	Gish, O	1.00	0.00	1.00	0.00	0.00	0.00	1
771	Gist, N	1.00	0.00	0.00	0.00	0.00	0.00	0
772	Gitmez, A	1.00	0.00	0.00	0.00	0.00	0.00	0
773	Glanz, R	1.00	0.00	0.00	0.00	0.00	0.00	0
774	Glasco, L	1.00	0.00	0.00	0.00	0.00	0.00	0
775	Glaser, W	3.00	0.00	0.00	0.00	0.00	0.00	0
776	Glazebrook, G	1.00	0.00	0.00	0.00	0.00	0.00	0
777	Glazer, N	1.00	0.00	0.00	0.00	0.00	0.00	0
778	Glazier, S	1.00	0.00	0.00	0.00	0.00	0.00	0
779	Gleason, P	3.00	0.00	0.00	0.00	0.00	0.00	0
780	Glenn, H	1.00	0.00	0.00	0.00	0.00	0.00	0
